,Loss func,Func params,Num observations,Learn rate,Init w1,Init w2,Init bias,break good,break bad,Num iterations,w1 delta,w2 delta,bias delta,loss / num obs,loss,w1,w2,bias
552,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,0.1,0.1,-10.0,False,False,9999,0.129,-0.154,13.584,13.552,13552.145,1.871,-2.846,-8.584
553,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,0.1,0.1,-0.1,False,False,9999,0.106,-0.138,4.626,4.597,4596.832,1.894,-2.862,0.374
554,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,0.1,0.1,0.1,False,False,9999,0.105,-0.137,4.445,4.416,4415.917,1.895,-2.863,0.555
555,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,0.1,0.1,10.0,False,False,9999,0.082,-0.121,-4.514,4.539,4539.396,1.918,-2.879,9.514
556,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,0.1,10.0,-10.0,False,False,9999,0.191,-0.517,13.6,13.543,13542.557,1.809,-2.483,-8.6
557,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,0.1,10.0,-0.1,False,False,9999,0.168,-0.5,4.642,4.683,4682.581,1.832,-2.5,0.358
558,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,0.1,10.0,0.1,False,False,9999,0.167,-0.5,4.461,4.529,4528.956,1.833,-2.5,0.539
559,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,0.1,10.0,10.0,False,False,9999,0.144,-0.484,-4.497,4.616,4615.767,1.856,-2.516,9.497
560,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,-10.0,-10.0,False,False,9999,-0.328,0.278,13.544,13.575,13574.766,2.328,-3.278,-8.544
561,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,-10.0,-0.1,False,False,9999,-0.352,0.294,4.586,4.685,4684.935,2.352,-3.294,0.414
562,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,-10.0,0.1,False,False,9999,-0.352,0.295,4.405,4.523,4522.625,2.352,-3.295,0.595
563,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,-10.0,10.0,False,False,9999,-0.376,0.311,-4.554,4.618,4617.696,2.376,-3.311,9.554
564,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,-0.1,-10.0,False,False,9999,-0.266,-0.084,13.56,13.565,13565.177,2.266,-2.916,-8.56
565,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,-0.1,-0.1,False,False,9999,-0.289,-0.068,4.602,4.61,4609.865,2.289,-2.932,0.398
566,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,-0.1,0.1,False,False,9999,-0.29,-0.068,4.421,4.429,4428.949,2.29,-2.932,0.579
567,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,-0.1,10.0,False,False,9999,-0.313,-0.052,-4.537,4.526,4526.364,2.313,-2.948,9.537
568,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,0.1,-10.0,False,False,9999,-0.265,-0.092,13.56,13.565,13564.984,2.265,-2.908,-8.56
569,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,0.1,-0.1,False,False,9999,-0.288,-0.075,4.602,4.61,4609.671,2.288,-2.925,0.398
570,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,0.1,0.1,False,False,9999,-0.289,-0.075,4.421,4.429,4428.756,2.289,-2.925,0.579
571,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,0.1,10.0,False,False,9999,-0.312,-0.059,-4.537,4.527,4526.557,2.312,-2.941,9.537
572,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,10.0,-10.0,False,False,9999,-0.203,-0.454,13.577,13.555,13555.395,2.203,-2.546,-8.577
573,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,10.0,-0.1,False,False,9999,-0.226,-0.438,4.618,4.677,4676.613,2.226,-2.562,0.382
574,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,10.0,0.1,False,False,9999,-0.226,-0.438,4.437,4.513,4513.378,2.226,-2.562,0.563
575,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-08,10.0,10.0,10.0,False,False,9999,-0.25,-0.421,-4.521,4.656,4656.079,2.25,-2.579,9.521
576,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,-10.0,-10.0,False,False,9999,0.014,-0.015,5.535,5.521,5521.097,1.986,-2.985,-0.535
577,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,-10.0,-0.1,False,False,9999,0.004,-0.008,1.892,1.879,1878.95,1.996,-2.992,3.108
578,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,-10.0,0.1,False,False,9999,0.003,-0.007,1.818,1.805,1805.371,1.997,-2.993,3.182
579,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,-10.0,10.0,False,False,9999,-0.007,-0.001,-1.825,1.837,1836.777,2.007,-2.999,6.825
580,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,-0.1,-10.0,False,False,9999,0.014,-0.015,5.542,5.528,5528.07,1.986,-2.985,-0.542
581,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,-0.1,-0.1,False,False,9999,0.004,-0.008,1.899,1.886,1885.922,1.996,-2.992,3.101
582,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,-0.1,0.1,False,False,9999,0.003,-0.008,1.825,1.812,1812.344,1.997,-2.992,3.175
583,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,-0.1,10.0,False,False,9999,-0.007,-0.001,-1.818,1.83,1829.804,2.007,-2.999,6.818
584,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,0.1,-10.0,False,False,9999,0.014,-0.015,5.542,5.528,5528.211,1.986,-2.985,-0.542
585,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,0.1,-0.1,False,False,9999,0.004,-0.008,1.899,1.886,1886.063,1.996,-2.992,3.101
586,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,0.1,0.1,False,False,9999,0.003,-0.008,1.825,1.812,1812.485,1.997,-2.992,3.175
587,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,0.1,10.0,False,False,9999,-0.007,-0.001,-1.818,1.83,1829.663,2.007,-2.999,6.818
588,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,10.0,-10.0,False,False,9999,0.014,-0.015,5.549,5.535,5535.184,1.986,-2.985,-0.549
589,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,10.0,-0.1,False,False,9999,0.004,-0.008,1.906,1.893,1893.036,1.996,-2.992,3.094
590,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,10.0,0.1,False,False,9999,0.003,-0.008,1.832,1.819,1819.458,1.997,-2.992,3.168
591,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-10.0,10.0,10.0,False,False,9999,-0.007,-0.001,-1.811,1.823,1822.69,2.007,-2.999,6.811
592,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,-10.0,-10.0,False,False,9999,0.014,-0.015,5.525,5.511,5511.102,1.986,-2.985,-0.525
593,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,-10.0,-0.1,False,False,9999,0.004,-0.008,1.882,1.869,1868.954,1.996,-2.992,3.118
594,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,-10.0,0.1,False,False,9999,0.003,-0.007,1.808,1.795,1795.375,1.997,-2.993,3.192
595,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,-10.0,10.0,False,False,9999,-0.007,0.0,-1.835,1.847,1846.772,2.007,-3.0,6.835
596,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,-0.1,-10.0,False,False,9999,0.014,-0.015,5.532,5.518,5518.074,1.986,-2.985,-0.532
597,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,-0.1,-0.1,False,False,9999,0.004,-0.008,1.889,1.876,1875.927,1.996,-2.992,3.111
598,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,-0.1,0.1,False,False,9999,0.003,-0.007,1.815,1.802,1802.348,1.997,-2.993,3.185
599,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,-0.1,10.0,False,False,9999,-0.007,-0.001,-1.828,1.84,1839.799,2.007,-2.999,6.828
600,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,0.1,-10.0,False,False,9999,0.014,-0.015,5.532,5.518,5518.215,1.986,-2.985,-0.532
601,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,0.1,-0.1,False,False,9999,0.004,-0.008,1.889,1.876,1876.068,1.996,-2.992,3.111
602,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,0.1,0.1,False,False,9999,0.003,-0.007,1.815,1.802,1802.489,1.997,-2.993,3.185
603,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,0.1,10.0,False,False,9999,-0.007,-0.001,-1.828,1.84,1839.659,2.007,-2.999,6.828
604,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,10.0,-10.0,False,False,9999,0.014,-0.015,5.539,5.525,5525.188,1.986,-2.985,-0.539
605,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,10.0,-0.1,False,False,9999,0.004,-0.008,1.896,1.883,1883.041,1.996,-2.992,3.104
606,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,10.0,0.1,False,False,9999,0.003,-0.008,1.822,1.809,1809.462,1.997,-2.992,3.178
607,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,-0.1,10.0,10.0,False,False,9999,-0.007,-0.001,-1.821,1.833,1832.686,2.007,-2.999,6.821
608,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,-10.0,-10.0,False,False,9999,0.014,-0.015,5.524,5.511,5510.9,1.986,-2.985,-0.524
609,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,-10.0,-0.1,False,False,9999,0.004,-0.008,1.881,1.869,1868.752,1.996,-2.992,3.119
610,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,-10.0,0.1,False,False,9999,0.003,-0.007,1.808,1.795,1795.173,1.997,-2.993,3.192
611,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,-10.0,10.0,False,False,9999,-0.007,0.0,-1.835,1.847,1846.974,2.007,-3.0,6.835
612,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,-0.1,-10.0,False,False,9999,0.014,-0.015,5.531,5.518,5517.873,1.986,-2.985,-0.531
613,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,-0.1,-0.1,False,False,9999,0.004,-0.008,1.888,1.876,1875.725,1.996,-2.992,3.112
614,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,-0.1,0.1,False,False,9999,0.003,-0.007,1.815,1.802,1802.146,1.997,-2.993,3.185
615,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,-0.1,10.0,False,False,9999,-0.007,-0.001,-1.828,1.84,1840.001,2.007,-2.999,6.828
616,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,0.1,-10.0,False,False,9999,0.014,-0.015,5.532,5.518,5518.013,1.986,-2.985,-0.532
617,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,0.1,-0.1,False,False,9999,0.004,-0.008,1.889,1.876,1875.866,1.996,-2.992,3.111
618,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,0.1,0.1,False,False,9999,0.003,-0.007,1.815,1.802,1802.287,1.997,-2.993,3.185
619,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,0.1,10.0,False,False,9999,-0.007,-0.001,-1.828,1.84,1839.861,2.007,-2.999,6.828
620,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,10.0,-10.0,False,False,9999,0.014,-0.015,5.539,5.525,5524.986,1.986,-2.985,-0.539
621,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,10.0,-0.1,False,False,9999,0.004,-0.008,1.895,1.883,1882.839,1.996,-2.992,3.105
622,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,10.0,0.1,False,False,9999,0.003,-0.008,1.822,1.809,1809.26,1.997,-2.992,3.178
623,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,0.1,10.0,10.0,False,False,9999,-0.007,-0.001,-1.821,1.833,1832.888,2.007,-2.999,6.821
624,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,-10.0,-10.0,False,False,9999,0.014,-0.015,5.514,5.501,5500.904,1.986,-2.985,-0.514
625,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,-10.0,-0.1,False,False,9999,0.004,-0.008,1.871,1.859,1858.756,1.996,-2.992,3.129
626,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,-10.0,0.1,False,False,9999,0.003,-0.007,1.798,1.785,1785.178,1.997,-2.993,3.202
627,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,-10.0,10.0,False,False,9999,-0.007,0.0,-1.845,1.857,1856.97,2.007,-3.0,6.845
628,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,-0.1,-10.0,False,False,9999,0.014,-0.015,5.521,5.508,5507.877,1.986,-2.985,-0.521
629,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,-0.1,-0.1,False,False,9999,0.004,-0.008,1.878,1.866,1865.729,1.996,-2.992,3.122
630,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,-0.1,0.1,False,False,9999,0.003,-0.007,1.805,1.792,1792.151,1.997,-2.993,3.195
631,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,-0.1,10.0,False,False,9999,-0.007,0.0,-1.838,1.85,1849.997,2.007,-3.0,6.838
632,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,0.1,-10.0,False,False,9999,0.014,-0.015,5.522,5.508,5508.018,1.986,-2.985,-0.522
633,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,0.1,-0.1,False,False,9999,0.004,-0.008,1.879,1.866,1865.87,1.996,-2.992,3.121
634,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,0.1,0.1,False,False,9999,0.003,-0.007,1.805,1.792,1792.291,1.997,-2.993,3.195
635,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,0.1,10.0,False,False,9999,-0.007,0.0,-1.838,1.85,1849.856,2.007,-3.0,6.838
636,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,10.0,-10.0,False,False,9999,0.014,-0.015,5.529,5.515,5514.991,1.986,-2.985,-0.529
637,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,10.0,-0.1,False,False,9999,0.004,-0.008,1.885,1.873,1872.843,1.996,-2.992,3.115
638,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,10.0,0.1,False,False,9999,0.003,-0.007,1.812,1.799,1799.264,1.997,-2.993,3.188
639,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-07,10.0,10.0,10.0,False,False,9999,-0.007,-0.001,-1.831,1.843,1842.883,2.007,-2.999,6.831
640,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,-10.0,-10.0,True,False,6358,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
641,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,-10.0,-0.1,True,False,5280,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
642,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,-10.0,0.1,True,False,5240,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
643,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,-10.0,10.0,True,False,4931,-0.002,-0.004,-0.024,0.484,484.402,2.002,-2.996,5.024
644,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,-0.1,-10.0,True,False,6359,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
645,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,-0.1,-0.1,True,False,5284,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
646,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,-0.1,0.1,True,False,5244,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
647,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,-0.1,10.0,True,False,4928,-0.002,-0.004,-0.024,0.484,484.401,2.002,-2.996,5.024
648,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,0.1,-10.0,True,False,6359,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
649,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,0.1,-0.1,True,False,5284,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
650,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,0.1,0.1,True,False,5244,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
651,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,0.1,10.0,True,False,4928,-0.002,-0.004,-0.024,0.484,484.401,2.002,-2.996,5.024
652,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,10.0,-10.0,True,False,6360,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
653,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,10.0,-0.1,True,False,5287,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
654,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,10.0,0.1,True,False,5248,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
655,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-10.0,10.0,10.0,True,False,4924,-0.002,-0.004,-0.024,0.484,484.401,2.002,-2.996,5.024
656,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,-10.0,-10.0,True,False,6356,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
657,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,-10.0,-0.1,True,False,5275,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
658,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,-10.0,0.1,True,False,5235,-0.001,-0.004,0.038,0.485,484.946,2.001,-2.996,4.962
659,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,-10.0,10.0,True,False,4937,-0.002,-0.004,-0.024,0.484,484.401,2.002,-2.996,5.024
660,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,-0.1,-10.0,True,False,6357,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
661,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,-0.1,-0.1,True,False,5278,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
662,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,-0.1,0.1,True,False,5238,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
663,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,-0.1,10.0,True,False,4933,-0.002,-0.004,-0.024,0.484,484.402,2.002,-2.996,5.024
664,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,0.1,-10.0,True,False,6357,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
665,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,0.1,-0.1,True,False,5278,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
666,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,0.1,0.1,True,False,5238,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
667,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,0.1,10.0,True,False,4933,-0.002,-0.004,-0.024,0.484,484.402,2.002,-2.996,5.024
668,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,10.0,-10.0,True,False,6358,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
669,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,10.0,-0.1,True,False,5282,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
670,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,10.0,0.1,True,False,5242,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
671,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,-0.1,10.0,10.0,True,False,4929,-0.002,-0.004,-0.024,0.484,484.402,2.002,-2.996,5.024
672,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,-10.0,-10.0,True,False,6356,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
673,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,-10.0,-0.1,True,False,5275,-0.001,-0.004,0.038,0.485,484.946,2.001,-2.996,4.962
674,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,-10.0,0.1,True,False,5234,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
675,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,-10.0,10.0,True,False,4937,-0.002,-0.004,-0.024,0.484,484.402,2.002,-2.996,5.024
676,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,-0.1,-10.0,True,False,6357,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
677,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,-0.1,-0.1,True,False,5278,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
678,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,-0.1,0.1,True,False,5238,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
679,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,-0.1,10.0,True,False,4933,-0.002,-0.004,-0.024,0.484,484.402,2.002,-2.996,5.024
680,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,0.1,-10.0,True,False,6357,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
681,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,0.1,-0.1,True,False,5278,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
682,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,0.1,0.1,True,False,5238,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
683,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,0.1,10.0,True,False,4933,-0.002,-0.004,-0.024,0.484,484.402,2.002,-2.996,5.024
684,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,10.0,-10.0,True,False,6358,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
685,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,10.0,-0.1,True,False,5282,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
686,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,10.0,0.1,True,False,5242,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
687,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,0.1,10.0,10.0,True,False,4929,-0.002,-0.004,-0.024,0.484,484.402,2.002,-2.996,5.024
688,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,-10.0,-10.0,True,False,6354,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
689,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,-10.0,-0.1,True,False,5269,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
690,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,-10.0,0.1,True,False,5229,-0.001,-0.004,0.038,0.485,484.947,2.001,-2.996,4.962
691,<function <lambda> at 0x000001AC63CA8510>,"[2, -3, 5]",1000,1e-06,10.0,-10.0,10.0,True,False,4942,-0.002,-0.004,-0.024,0.484,484.402,2.002,-2.996,5.024
