,Loss func,Func params,Num observations,Learn rate,Init w1,Init w2,Init bias,break good,break bad,Num iterations,w1 delta,w2 delta,bias delta,loss / num obs,loss,w1,w2,bias
1742,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-10.0,10.0,0.1,True,False,630,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1743,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-10.0,10.0,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1744,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,-10.0,-10.0,True,False,452,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1745,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,-10.0,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1746,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,-10.0,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.166,13.002,7.004,-11.991
1747,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,-10.0,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1748,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,-0.1,-10.0,True,False,451,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1749,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,-0.1,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1750,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,-0.1,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.166,13.002,7.004,-11.991
1751,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,-0.1,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1752,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,0.1,-10.0,True,False,451,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1753,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,0.1,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1754,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,0.1,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.166,13.002,7.004,-11.991
1755,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,0.1,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1756,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,10.0,-10.0,True,False,450,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1757,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,10.0,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.166,13.002,7.004,-11.991
1758,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,10.0,0.1,True,False,630,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1759,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,-0.1,10.0,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1760,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,-10.0,-10.0,True,False,452,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1761,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,-10.0,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1762,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,-10.0,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.166,13.002,7.004,-11.991
1763,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,-10.0,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1764,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,-0.1,-10.0,True,False,451,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1765,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,-0.1,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1766,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,-0.1,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.166,13.002,7.004,-11.991
1767,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,-0.1,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1768,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,0.1,-10.0,True,False,451,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1769,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,0.1,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1770,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,0.1,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.166,13.002,7.004,-11.991
1771,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,0.1,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1772,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,10.0,-10.0,True,False,450,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1773,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,10.0,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.166,13.002,7.004,-11.991
1774,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,10.0,0.1,True,False,630,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1775,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,0.1,10.0,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1776,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,-10.0,-10.0,True,False,453,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1777,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,-10.0,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1778,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,-10.0,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1779,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,-10.0,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1780,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,-0.1,-10.0,True,False,452,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1781,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,-0.1,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1782,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,-0.1,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1783,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,-0.1,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1784,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,0.1,-10.0,True,False,452,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1785,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,0.1,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1786,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,0.1,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1787,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,0.1,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1788,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,10.0,-10.0,True,False,451,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1789,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,10.0,-0.1,True,False,629,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1790,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,10.0,0.1,True,False,631,-0.002,-0.004,-0.009,0.484,484.166,13.002,7.004,-11.991
1791,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",1000,1e-05,10.0,10.0,10.0,True,False,690,-0.002,-0.004,-0.009,0.484,484.167,13.002,7.004,-11.991
1792,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,-10.0,-10.0,False,False,9999,-0.001,-0.004,-0.712,0.759,7594.17,13.001,7.004,-11.288
1793,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,-10.0,-0.1,False,False,9999,-0.004,-0.012,-4.355,4.361,43613.175,13.004,7.012,-7.645
1794,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,-10.0,0.1,False,False,9999,-0.004,-0.012,-4.428,4.435,44348.967,13.004,7.012,-7.572
1795,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,-10.0,10.0,False,False,9999,-0.006,-0.02,-8.071,8.077,80770.662,13.006,7.02,-3.929
1796,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,-0.1,-10.0,False,False,9999,-0.001,-0.004,-0.72,0.765,7651.492,13.001,7.004,-11.28
1797,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,-0.1,-0.1,False,False,9999,-0.004,-0.012,-4.363,4.369,43692.889,13.004,7.012,-7.637
1798,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,-0.1,0.1,False,False,9999,-0.004,-0.012,-4.436,4.443,44428.68,13.004,7.012,-7.564
1799,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,-0.1,10.0,False,False,9999,-0.006,-0.02,-8.079,8.085,80850.376,13.006,7.02,-3.921
1800,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,0.1,-10.0,False,False,9999,-0.001,-0.004,-0.721,0.765,7652.655,13.001,7.004,-11.279
1801,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,0.1,-0.1,False,False,9999,-0.004,-0.012,-4.363,4.369,43694.499,13.004,7.012,-7.637
1802,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,0.1,0.1,False,False,9999,-0.004,-0.012,-4.437,4.443,44430.291,13.004,7.012,-7.563
1803,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,0.1,10.0,False,False,9999,-0.006,-0.02,-8.079,8.085,80851.986,13.006,7.02,-3.921
1804,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,10.0,-10.0,False,False,9999,-0.001,-0.004,-0.728,0.771,7710.652,13.001,7.004,-11.272
1805,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,10.0,-0.1,False,False,9999,-0.004,-0.012,-4.371,4.377,43774.212,13.004,7.012,-7.629
1806,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,10.0,0.1,False,False,9999,-0.004,-0.012,-4.444,4.451,44510.004,13.004,7.012,-7.556
1807,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-10.0,10.0,10.0,False,False,9999,-0.006,-0.02,-8.087,8.093,80931.7,13.006,7.02,-3.913
1808,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,-10.0,-10.0,False,False,9999,-0.001,-0.004,-0.715,0.761,7611.035,13.001,7.004,-11.285
1809,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,-10.0,-0.1,False,False,9999,-0.004,-0.012,-4.357,4.364,43636.704,13.004,7.012,-7.643
1810,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,-10.0,0.1,False,False,9999,-0.004,-0.012,-4.431,4.437,44372.496,13.004,7.012,-7.569
1811,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,-10.0,10.0,False,False,9999,-0.006,-0.02,-8.073,8.079,80794.191,13.006,7.02,-3.927
1812,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,-0.1,-10.0,False,False,9999,-0.001,-0.004,-0.723,0.767,7668.532,13.001,7.004,-11.277
1813,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,-0.1,-0.1,False,False,9999,-0.004,-0.012,-4.365,4.372,43716.417,13.004,7.012,-7.635
1814,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,-0.1,0.1,False,False,9999,-0.004,-0.012,-4.439,4.445,44452.209,13.004,7.012,-7.561
1815,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,-0.1,10.0,False,False,9999,-0.006,-0.02,-8.081,8.087,80873.905,13.006,7.02,-3.919
1816,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,0.1,-10.0,False,False,9999,-0.001,-0.004,-0.723,0.767,7669.702,13.001,7.004,-11.277
1817,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,0.1,-0.1,False,False,9999,-0.004,-0.012,-4.365,4.372,43718.028,13.004,7.012,-7.635
1818,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,0.1,0.1,False,False,9999,-0.004,-0.012,-4.439,4.445,44453.819,13.004,7.012,-7.561
1819,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,0.1,10.0,False,False,9999,-0.006,-0.02,-8.081,8.088,80875.515,13.006,7.02,-3.919
1820,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,10.0,-10.0,False,False,9999,-0.001,-0.004,-0.731,0.773,7727.885,13.001,7.004,-11.269
1821,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,10.0,-0.1,False,False,9999,-0.004,-0.012,-4.373,4.38,43797.741,13.004,7.012,-7.627
1822,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,10.0,0.1,False,False,9999,-0.004,-0.012,-4.447,4.453,44533.533,13.004,7.012,-7.553
1823,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,-0.1,10.0,10.0,False,False,9999,-0.006,-0.02,-8.089,8.096,80955.229,13.006,7.02,-3.911
1824,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,-10.0,-10.0,False,False,9999,-0.001,-0.004,-0.715,0.761,7611.376,13.001,7.004,-11.285
1825,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,-10.0,-0.1,False,False,9999,-0.004,-0.012,-4.357,4.364,43637.179,13.004,7.012,-7.643
1826,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,-10.0,0.1,False,False,9999,-0.004,-0.012,-4.431,4.437,44372.971,13.004,7.012,-7.569
1827,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,-10.0,10.0,False,False,9999,-0.006,-0.02,-8.073,8.079,80794.666,13.006,7.02,-3.927
1828,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,-0.1,-10.0,False,False,9999,-0.001,-0.004,-0.723,0.767,7668.878,13.001,7.004,-11.277
1829,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,-0.1,-0.1,False,False,9999,-0.004,-0.012,-4.365,4.372,43716.893,13.004,7.012,-7.635
1830,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,-0.1,0.1,False,False,9999,-0.004,-0.012,-4.439,4.445,44452.684,13.004,7.012,-7.561
1831,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,-0.1,10.0,False,False,9999,-0.006,-0.02,-8.081,8.087,80874.38,13.006,7.02,-3.919
1832,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,0.1,-10.0,False,False,9999,-0.001,-0.004,-0.723,0.767,7670.047,13.001,7.004,-11.277
1833,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,0.1,-0.1,False,False,9999,-0.004,-0.012,-4.365,4.372,43718.503,13.004,7.012,-7.635
1834,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,0.1,0.1,False,False,9999,-0.004,-0.012,-4.439,4.445,44454.295,13.004,7.012,-7.561
1835,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,0.1,10.0,False,False,9999,-0.006,-0.02,-8.081,8.088,80875.99,13.006,7.02,-3.919
1836,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,10.0,-10.0,False,False,9999,-0.001,-0.004,-0.731,0.773,7728.233,13.001,7.004,-11.269
1837,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,10.0,-0.1,False,False,9999,-0.004,-0.012,-4.373,4.38,43798.216,13.004,7.012,-7.627
1838,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,10.0,0.1,False,False,9999,-0.004,-0.012,-4.447,4.453,44534.008,13.004,7.012,-7.553
1839,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,0.1,10.0,10.0,False,False,9999,-0.006,-0.02,-8.089,8.096,80955.704,13.006,7.02,-3.911
1840,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,-10.0,-10.0,False,False,9999,-0.001,-0.004,-0.717,0.763,7628.294,13.001,7.004,-11.283
1841,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,-10.0,-0.1,False,False,9999,-0.004,-0.012,-4.36,4.366,43660.708,13.004,7.012,-7.64
1842,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,-10.0,0.1,False,False,9999,-0.004,-0.012,-4.433,4.44,44396.5,13.004,7.012,-7.567
1843,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,-10.0,10.0,False,False,9999,-0.006,-0.02,-8.076,8.082,80818.195,13.006,7.02,-3.924
1844,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,-0.1,-10.0,False,False,9999,-0.001,-0.004,-0.725,0.769,7685.996,13.001,7.004,-11.275
1845,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,-0.1,-0.1,False,False,9999,-0.004,-0.012,-4.368,4.374,43740.421,13.004,7.012,-7.632
1846,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,-0.1,0.1,False,False,9999,-0.004,-0.012,-4.441,4.448,44476.213,13.004,7.012,-7.559
1847,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,-0.1,10.0,False,False,9999,-0.006,-0.02,-8.084,8.09,80897.909,13.006,7.02,-3.916
1848,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,0.1,-10.0,False,False,9999,-0.001,-0.004,-0.725,0.769,7687.169,13.001,7.004,-11.275
1849,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,0.1,-0.1,False,False,9999,-0.004,-0.012,-4.368,4.374,43742.032,13.004,7.012,-7.632
1850,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,0.1,0.1,False,False,9999,-0.004,-0.012,-4.441,4.448,44477.823,13.004,7.012,-7.559
1851,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,0.1,10.0,False,False,9999,-0.006,-0.02,-8.084,8.09,80899.519,13.006,7.02,-3.916
1852,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,10.0,-10.0,False,False,9999,-0.001,-0.004,-0.733,0.775,7745.515,13.001,7.004,-11.267
1853,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,10.0,-0.1,False,False,9999,-0.004,-0.012,-4.376,4.382,43821.745,13.004,7.012,-7.624
1854,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,10.0,0.1,False,False,9999,-0.004,-0.012,-4.449,4.456,44557.537,13.004,7.012,-7.551
1855,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-08,10.0,10.0,10.0,False,False,9999,-0.006,-0.02,-8.092,8.098,80979.233,13.006,7.02,-3.908
1856,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,-10.0,-10.0,True,False,5441,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1857,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,-10.0,-0.1,True,False,7243,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1858,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,-10.0,0.1,True,False,7260,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1859,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,-10.0,10.0,True,False,7859,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1860,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,-0.1,-10.0,True,False,5452,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1861,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,-0.1,-0.1,True,False,7245,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1862,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,-0.1,0.1,True,False,7262,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1863,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,-0.1,10.0,True,False,7860,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1864,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,0.1,-10.0,True,False,5452,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1865,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,0.1,-0.1,True,False,7245,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1866,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,0.1,0.1,True,False,7262,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1867,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,0.1,10.0,True,False,7860,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1868,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,10.0,-10.0,True,False,5463,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1869,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,10.0,-0.1,True,False,7247,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1870,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,10.0,0.1,True,False,7263,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1871,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-10.0,10.0,10.0,True,False,7861,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1872,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-0.1,-10.0,-10.0,True,False,5444,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1873,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-0.1,-10.0,-0.1,True,False,7244,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1874,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-0.1,-10.0,0.1,True,False,7260,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1875,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-0.1,-10.0,10.0,True,False,7859,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1876,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-0.1,-0.1,-10.0,True,False,5455,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1877,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-0.1,-0.1,-0.1,True,False,7245,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
1878,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-0.1,-0.1,0.1,True,False,7262,-0.001,-0.002,-0.002,0.498,4976.998,13.001,7.002,-11.998
1879,<function <lambda> at 0x000001AC63CA8510>,"[13, 7, -12]",10000,1e-07,-0.1,-0.1,10.0,True,False,7860,-0.001,-0.002,-0.002,0.498,4976.999,13.001,7.002,-11.998
